Tipo Entrega,Segmento,Cidade,Estado,Postal Code,Regiao,Categoria,Sub-Categoria,Venda,Quantidade,Desconto,Lucro,Codigo_Estado,Latitude,Longitude,Resultado
Econômica,Consumidor,Chicago,Illinois,60623,Central,Material de Escritório,Papel,13.47,13,0.8,-22.9,IL,41.8961978,-87.6553579,Prejuízo
Especial,Corporate,Chicago,Illinois,60623,Central,Material de Escritório,Papel,16.03,5,0.8,-25.65,IL,41.8961978,-87.6553579,Prejuízo
Padrão,Consumidor,Chicago,Illinois,60623,Central,Material de Escritório,Papel,1.79,3,0.8,-3.04,IL,41.8961978,-87.6553579,Prejuízo
Padrão,Consumidor,Chicago,Illinois,60623,Central,Material de Escritório,Canetas,25.34,6,0.2,7.92,IL,41.8961978,-87.6553579,Lucro
Padrão,Consumidor,Chicago,Illinois,60623,Central,Material de Escritório,Canetas,26.72,5,0.2,9.35,IL,41.8961978,-87.6553579,Lucro
Padrão,Consumidor,Chicago,Illinois,60623,Central,Material de Escritório,Pen Drive,24.82,2,0.2,1.55,IL,41.8961978,-87.6553579,Lucro
Padrão,Corporate,Chicago,Illinois,60623,Central,Material de Escritório,Papel,14.48,5,0.8,-23.89,IL,41.8961978,-87.6553579,Prejuízo
Padrão,Consumidor,Chicago,Illinois,60623,Central,Material de Escritório,Canetas,15.98,2,0.2,5.0,IL,41.8961978,-87.6553579,Lucro
Padrão,Corporate,Chicago,Illinois,60623,Central,Móveis,Móveis,94.43,3,0.6,-42.49,IL,41.8961978,-87.6553579,Prejuízo
Econômica,Consumidor,Chicago,Illinois,60623,Central,Material de Escritório,Pastas,10.53,4,0.2,3.29,IL,41.8961978,-87.6553579,Lucro
Econômica,Consumidor,Chicago,Illinois,60623,Central,Material de Escritório,Canetas,20.54,6,0.2,6.42,IL,41.8961978,-87.6553579,Lucro
Padrão,Consumidor,Chicago,Illinois,60623,Central,Móveis,Mesas,91.28,1,0.5,-67.54,IL,41.8961978,-87.6553579,Prejuízo
Padrão,Home Office,Chicago,Illinois,60623,Central,Material de Escritório,Papel,27.4,9,0.8,-42.46,IL,41.8961978,-87.6553579,Prejuízo
Padrão,Home Office,Chicago,Illinois,60623,Central,Material de Escritório,Papel,13.46,1,0.8,-23.55,IL,41.8961978,-87.6553579,Prejuízo
Especial,Consumidor,Chicago,Illinois,60623,Central,Material de Escritório,Impressora,2.39,1,0.8,-6.34,IL,41.8961978,-87.6553579,Prejuízo
Padrão,Consumidor,Chicago,Illinois,60623,Central,Material de Escritório,Papel,24.59,3,0.8,-38.11,IL,41.8961978,-87.6553579,Prejuízo
Padrão,Consumidor,Chicago,Illinois,60623,Central,Material de Escritório,Envelopes,13.98,2,0.2,4.72,IL,41.8961978,-87.6553579,Lucro
Padrão,Consumidor,Chicago,Illinois,60623,Central,Material de Escritório,Pastas,7.1,6,0.2,2.49,IL,41.8961978,-87.6553579,Lucro
Padrão,Consumidor,Chicago,Illinois,60623,Central,Material de Escritório,Pen Drive,102.62,3,0.2,7.7,IL,41.8961978,-87.6553579,Lucro
Padrão,Consumidor,Chicago,Illinois,60623,Central,Móveis,Cadeiras,359.77,2,0.3,-5.14,IL,41.8961978,-87.6553579,Prejuízo
Padrão,Consumidor,Chicago,Illinois,60623,Central,Material de Escritório,Grampeador,13.39,3,0.2,3.18,IL,41.8961978,-87.6553579,Lucro
Padrão,Consumidor,Chicago,Illinois,60623,Central,Material de Escritório,Etiquetas,29.24,5,0.2,9.87,IL,41.8961978,-87.6553579,Lucro
Padrão,Consumidor,Chicago,Illinois,60623,Central,Material de Escritório,Pen Drive,35.17,2,0.2,-8.35,IL,41.8961978,-87.6553579,Prejuízo
Padrão,Consumidor,Chicago,Illinois,60623,Central,Tecnologia,Tablets,1362.9,3,0.3,-19.47,IL,41.8961978,-87.6553579,Prejuízo
Padrão,Consumidor,Chicago,Illinois,60623,Central,Material de Escritório,Pen Drive,132.16,1,0.2,9.91,IL,41.8961978,-87.6553579,Lucro
Padrão,Consumidor,Chicago,Illinois,60623,Central,Material de Escritório,Papel,17.9,6,0.8,-31.33,IL,41.8961978,-87.6553579,Prejuízo
Padrão,Consumidor,Chicago,Illinois,60623,Central,Material de Escritório,Canetas,124.03,4,0.2,44.96,IL,41.8961978,-87.6553579,Lucro
Padrão,Corporate,Chicago,Illinois,60623,Central,Móveis,Móveis,8.54,2,0.6,-7.48,IL,41.8961978,-87.6553579,Prejuízo
Econômica,Home Office,Chicago,Illinois,60623,Central,Tecnologia,Smartphones,222.38,2,0.2,16.68,IL,41.8961978,-87.6553579,Lucro
Econômica,Home Office,Chicago,Illinois,60623,Central,Material de Escritório,Pastas,16.0,4,0.2,5.6,IL,41.8961978,-87.6553579,Lucro
Padrão,Consumidor,Chicago,Illinois,60623,Central,Tecnologia,Accessórios,40.68,3,0.2,-7.12,IL,41.8961978,-87.6553579,Prejuízo
Padrão,Corporate,Chicago,Illinois,60623,Central,Material de Escritório,Canetas,8.9,3,0.2,3.34,IL,41.8961978,-87.6553579,Lucro
Padrão,Corporate,Chicago,Illinois,60623,Central,Tecnologia,Accessórios,100.8,2,0.2,21.42,IL,41.8961978,-87.6553579,Lucro
Especial,Corporate,Chicago,Illinois,60623,Central,Móveis,Móveis,22.75,6,0.6,-8.53,IL,41.8961978,-87.6553579,Prejuízo
Padrão,Consumidor,Chicago,Illinois,60623,Central,Material de Escritório,Etiquetas,9.25,4,0.2,3.12,IL,41.8961978,-87.6553579,Lucro
Padrão,Consumidor,Chicago,Illinois,60623,Central,Material de Escritório,Pen Drive,1036.62,2,0.2,51.83,IL,41.8961978,-87.6553579,Lucro
Padrão,Consumidor,Chicago,Illinois,60623,Central,Móveis,Móveis,25.18,3,0.6,-33.36,IL,41.8961978,-87.6553579,Prejuízo
Padrão,Consumidor,Chicago,Illinois,60623,Central,Móveis,Móveis,5.58,2,0.6,-1.68,IL,41.8961978,-87.6553579,Prejuízo
Padrão,Consumidor,Chicago,Illinois,60623,Central,Material de Escritório,Pen Drive,1297.37,9,0.2,97.3,IL,41.8961978,-87.6553579,Lucro
Padrão,Consumidor,Chicago,Illinois,60623,Central,Material de Escritório,Papel,8.57,3,0.8,-14.57,IL,41.8961978,-87.6553579,Prejuízo
Padrão,Corporate,Chicago,Illinois,60623,Central,Material de Escritório,Papel,1.8,5,0.8,-2.88,IL,41.8961978,-87.6553579,Prejuízo
Econômica,Corporate,Chicago,Illinois,60623,Central,Material de Escritório,Pastas,15.12,5,0.2,4.91,IL,41.8961978,-87.6553579,Lucro
Econômica,Corporate,Chicago,Illinois,60623,Central,Material de Escritório,Grampeador,7.87,3,0.2,0.89,IL,41.8961978,-87.6553579,Lucro
Padrão,Consumidor,Chicago,Illinois,60623,Central,Material de Escritório,Envelopes,55.58,6,0.2,20.84,IL,41.8961978,-87.6553579,Lucro
Padrão,Consumidor,Chicago,Illinois,60623,Central,Móveis,Cadeiras,127.39,2,0.3,-25.48,IL,41.8961978,-87.6553579,Prejuízo
Padrão,Corporate,Chicago,Illinois,60623,Central,Material de Escritório,Canetas,156.51,4,0.2,52.82,IL,41.8961978,-87.6553579,Lucro
Padrão,Corporate,Chicago,Illinois,60623,Central,Material de Escritório,Canetas,63.31,3,0.2,20.58,IL,41.8961978,-87.6553579,Lucro
Econômica,Consumidor,Chicago,Illinois,60623,Central,Material de Escritório,Envelopes,7.82,1,0.2,2.93,IL,41.8961978,-87.6553579,Lucro
Econômica,Consumidor,Chicago,Illinois,60623,Central,Móveis,Cadeiras,170.07,4,0.3,-12.15,IL,41.8961978,-87.6553579,Prejuízo
Econômica,Corporate,Chicago,Illinois,60623,Central,Tecnologia,Smartphones,49.62,2,0.2,4.96,IL,41.8961978,-87.6553579,Lucro
Padrão,Corporate,Chicago,Illinois,60623,Central,Tecnologia,Fax,719.98,3,0.2,135.0,IL,41.8961978,-87.6553579,Lucro
Padrão,Corporate,Chicago,Illinois,60623,Central,Material de Escritório,Papel,0.84,1,0.8,-1.34,IL,41.8961978,-87.6553579,Prejuízo
Econômica,Home Office,Chicago,Illinois,60623,Central,Material de Escritório,Grampeador,3.54,2,0.2,0.31,IL,41.8961978,-87.6553579,Lucro
Padrão,Corporate,Chicago,Illinois,60623,Central,Material de Escritório,Canetas,10.69,2,0.2,3.74,IL,41.8961978,-87.6553579,Lucro
Padrão,Consumidor,Chicago,Illinois,60623,Central,Material de Escritório,Impressora,2.33,3,0.8,-6.3,IL,41.8961978,-87.6553579,Prejuízo
Padrão,Consumidor,Chicago,Illinois,60623,Central,Material de Escritório,Papel,1.73,4,0.8,-2.76,IL,41.8961978,-87.6553579,Prejuízo
Padrão,Consumidor,Chicago,Illinois,60623,Central,Móveis,Móveis,159.04,5,0.6,-194.82,IL,41.8961978,-87.6553579,Prejuízo
Padrão,Consumidor,Chicago,Illinois,60623,Central,Móveis,Mesas,145.98,2,0.5,-99.27,IL,41.8961978,-87.6553579,Prejuízo
Especial,Consumidor,Chicago,Illinois,60623,Central,Móveis,Cadeiras,520.46,2,0.3,-14.87,IL,41.8961978,-87.6553579,Prejuízo
Especial,Consumidor,Chicago,Illinois,60623,Central,Material de Escritório,Canetas,11.42,3,0.2,3.71,IL,41.8961978,-87.6553579,Lucro
Padrão,Corporate,Chicago,Illinois,60623,Central,Material de Escritório,Suprimentos Gerais,22.24,2,0.2,2.5,IL,41.8961978,-87.6553579,Lucro
Especial,Corporate,Chicago,Illinois,60623,Central,Material de Escritório,Papel,9.26,3,0.8,-13.9,IL,41.8961978,-87.6553579,Prejuízo
Padrão,Consumidor,Chicago,Illinois,60623,Central,Tecnologia,Smartphones,323.98,3,0.2,36.45,IL,41.8961978,-87.6553579,Lucro
Padrão,Consumidor,Chicago,Illinois,60623,Central,Material de Escritório,Canetas,15.55,3,0.2,5.44,IL,41.8961978,-87.6553579,Lucro
Padrão,Consumidor,Chicago,Illinois,60623,Central,Material de Escritório,Pen Drive,32.59,3,0.2,-7.74,IL,41.8961978,-87.6553579,Prejuízo
Padrão,Consumidor,Chicago,Illinois,60623,Central,Material de Escritório,Papel,2.11,2,0.8,-3.38,IL,41.8961978,-87.6553579,Prejuízo
Premium,Consumidor,Chicago,Illinois,60623,Central,Material de Escritório,Pen Drive,290.34,2,0.2,32.66,IL,41.8961978,-87.6553579,Lucro
Premium,Consumidor,Chicago,Illinois,60623,Central,Material de Escritório,Grampeador,19.15,2,0.2,1.2,IL,41.8961978,-87.6553579,Lucro
Padrão,Consumidor,Chicago,Illinois,60623,Central,Tecnologia,Accessórios,153.82,11,0.2,38.46,IL,41.8961978,-87.6553579,Lucro
Econômica,Consumidor,Columbia,South Carolina,29203,South,Móveis,Cadeiras,301.96,2,0.0,33.22,SC,34.0007493,-81.0343313,Lucro
Padrão,Corporate,Columbia,South Carolina,29203,South,Material de Escritório,Envelopes,186.69,3,0.0,87.74,SC,34.0007493,-81.0343313,Lucro
Premium,Consumidor,Columbia,South Carolina,29203,South,Material de Escritório,Pen Drive,354.9,5,0.0,17.74,SC,34.0007493,-81.0343313,Lucro
Padrão,Home Office,Columbia,South Carolina,29203,South,Material de Escritório,Canetas,25.92,4,0.0,12.44,SC,34.0007493,-81.0343313,Lucro
Econômica,Consumidor,Columbia,South Carolina,29203,South,Material de Escritório,Papel,23.88,6,0.0,11.22,SC,34.0007493,-81.0343313,Lucro
Econômica,Consumidor,Columbia,South Carolina,29203,South,Tecnologia,Accessórios,62.91,3,0.0,22.65,SC,34.0007493,-81.0343313,Lucro
Premium,Consumidor,Columbia,South Carolina,29203,South,Material de Escritório,Papel,14.2,2,0.0,6.53,SC,34.0007493,-81.0343313,Lucro
Premium,Consumidor,Columbia,South Carolina,29203,South,Material de Escritório,Canetas,12.96,2,0.0,6.22,SC,34.0007493,-81.0343313,Lucro
Premium,Consumidor,Columbia,South Carolina,29203,South,Material de Escritório,Papel,58.34,2,0.0,28.0,SC,34.0007493,-81.0343313,Lucro
Padrão,Corporate,Columbia,South Carolina,29203,South,Tecnologia,Smartphones,629.95,5,0.0,163.79,SC,34.0007493,-81.0343313,Lucro
Padrão,Corporate,Columbia,South Carolina,29203,South,Material de Escritório,Canetas,122.97,3,0.0,60.26,SC,34.0007493,-81.0343313,Lucro
Econômica,Corporate,Columbia,South Carolina,29203,South,Móveis,Móveis,397.6,5,0.0,43.74,SC,34.0007493,-81.0343313,Lucro
Econômica,Corporate,Columbia,South Carolina,29203,South,Material de Escritório,Canetas,85.96,7,0.0,40.4,SC,34.0007493,-81.0343313,Lucro
Econômica,Corporate,Columbia,South Carolina,29203,South,Material de Escritório,Grampeador,13.12,4,0.0,4.33,SC,34.0007493,-81.0343313,Lucro
Econômica,Corporate,Columbia,South Carolina,29203,South,Material de Escritório,Papel,45.66,3,0.0,22.37,SC,34.0007493,-81.0343313,Lucro
Padrão,Consumidor,Columbia,South Carolina,29203,South,Móveis,Cadeiras,1690.04,4,0.0,422.51,SC,34.0007493,-81.0343313,Lucro
Padrão,Consumidor,Columbia,South Carolina,29203,South,Material de Escritório,Pen Drive,85.96,7,0.0,24.07,SC,34.0007493,-81.0343313,Lucro
Padrão,Consumidor,Columbia,South Carolina,29203,South,Material de Escritório,Envelopes,121.96,2,0.0,57.32,SC,34.0007493,-81.0343313,Lucro
Padrão,Consumidor,Columbia,South Carolina,29203,South,Material de Escritório,Canetas,23.92,4,0.0,11.72,SC,34.0007493,-81.0343313,Lucro
Padrão,Consumidor,Columbia,South Carolina,29203,South,Material de Escritório,Pen Drive,63.96,2,0.0,6.4,SC,34.0007493,-81.0343313,Lucro
Padrão,Consumidor,Columbia,South Carolina,29203,South,Tecnologia,Smartphones,629.95,5,0.0,176.39,SC,34.0007493,-81.0343313,Lucro
Padrão,Consumidor,Columbia,South Carolina,29203,South,Tecnologia,Smartphones,113.73,3,0.0,32.98,SC,34.0007493,-81.0343313,Lucro
Padrão,Consumidor,Columbia,South Carolina,29203,South,Material de Escritório,Papel,14.6,2,0.0,6.86,SC,34.0007493,-81.0343313,Lucro
Padrão,Consumidor,Columbia,South Carolina,29203,South,Material de Escritório,Pen Drive,887.84,8,0.0,17.76,SC,34.0007493,-81.0343313,Lucro
Econômica,Corporate,Columbia,South Carolina,29203,South,Material de Escritório,Envelopes,10.2,5,0.0,4.79,SC,34.0007493,-81.0343313,Lucro
Econômica,Corporate,Columbia,South Carolina,29203,South,Material de Escritório,Grampeador,22.32,3,0.0,5.58,SC,34.0007493,-81.0343313,Lucro
Econômica,Corporate,Columbia,South Carolina,29203,South,Material de Escritório,Papel,24.1,5,0.0,11.09,SC,34.0007493,-81.0343313,Lucro
Econômica,Corporate,Columbia,South Carolina,29203,South,Tecnologia,Accessórios,75.98,2,0.0,18.24,SC,34.0007493,-81.0343313,Lucro
Econômica,Corporate,Columbia,South Carolina,29203,South,Material de Escritório,Papel,6.46,2,0.0,3.17,SC,34.0007493,-81.0343313,Lucro
Econômica,Corporate,Columbia,South Carolina,29203,South,Material de Escritório,Canetas,60.12,9,0.0,28.86,SC,34.0007493,-81.0343313,Lucro
Padrão,Consumidor,Rochester,Minnesota,55901,Central,Tecnologia,Accessórios,19.99,1,0.0,6.8,MN,44.04680055,-92.52720346174095,Lucro
Padrão,Consumidor,Rochester,Minnesota,55901,Central,Material de Escritório,Etiquetas,6.16,2,0.0,2.96,MN,44.04680055,-92.52720346174095,Lucro
Econômica,Consumidor,Rochester,Minnesota,55901,Central,Material de Escritório,Canetas,23.92,4,0.0,11.72,MN,44.04680055,-92.52720346174095,Lucro
Padrão,Consumidor,Rochester,Minnesota,55901,Central,Material de Escritório,Papel,20.16,7,0.0,9.88,MN,44.04680055,-92.52720346174095,Lucro
Padrão,Consumidor,Rochester,Minnesota,55901,Central,Material de Escritório,Papel,8.26,2,0.0,3.88,MN,44.04680055,-92.52720346174095,Lucro
Padrão,Consumidor,Rochester,Minnesota,55901,Central,Móveis,Cadeiras,269.97,3,0.0,51.29,MN,44.04680055,-92.52720346174095,Lucro
Premium,Consumidor,Rochester,Minnesota,55901,Central,Material de Escritório,Pastas,7.9,2,0.0,2.53,MN,44.04680055,-92.52720346174095,Lucro
Premium,Consumidor,Rochester,Minnesota,55901,Central,Material de Escritório,Pen Drive,221.16,4,0.0,57.5,MN,44.04680055,-92.52720346174095,Lucro
Premium,Consumidor,Rochester,Minnesota,55901,Central,Material de Escritório,Papel,127.96,2,0.0,62.7,MN,44.04680055,-92.52720346174095,Lucro
Premium,Consumidor,Rochester,Minnesota,55901,Central,Material de Escritório,Papel,18.69,3,0.0,9.16,MN,44.04680055,-92.52720346174095,Lucro
Padrão,Corporate,Rochester,Minnesota,55901,Central,Móveis,Móveis,6.16,2,0.0,2.96,MN,44.04680055,-92.52720346174095,Lucro
Padrão,Corporate,Rochester,Minnesota,55901,Central,Material de Escritório,Canetas,36.84,3,0.0,17.31,MN,44.04680055,-92.52720346174095,Lucro
Padrão,Consumidor,Rochester,Minnesota,55901,Central,Material de Escritório,Grampeador,8.8,5,0.0,2.55,MN,44.04680055,-92.52720346174095,Lucro
Padrão,Consumidor,Rochester,Minnesota,55901,Central,Tecnologia,Accessórios,142.8,1,0.0,29.99,MN,44.04680055,-92.52720346174095,Lucro
Padrão,Consumidor,Rochester,Minnesota,55901,Central,Tecnologia,Accessórios,399.95,5,0.0,143.98,MN,44.04680055,-92.52720346174095,Lucro
Padrão,Consumidor,Rochester,Minnesota,55901,Central,Móveis,Mesas,607.52,2,0.0,97.2,MN,44.04680055,-92.52720346174095,Lucro
Padrão,Consumidor,Rochester,Minnesota,55901,Central,Material de Escritório,Pen Drive,31.16,2,0.0,7.79,MN,44.04680055,-92.52720346174095,Lucro
Econômica,Consumidor,Minneapolis,Minnesota,55407,Central,Material de Escritório,Canetas,12.96,2,0.0,6.22,MN,44.9772995,-93.2654692,Lucro
Econômica,Consumidor,Minneapolis,Minnesota,55407,Central,Móveis,Móveis,53.34,3,0.0,16.54,MN,44.9772995,-93.2654692,Lucro
Econômica,Consumidor,Minneapolis,Minnesota,55407,Central,Material de Escritório,Papel,32.96,2,0.0,16.15,MN,44.9772995,-93.2654692,Lucro
Padrão,Corporate,Minneapolis,Minnesota,55407,Central,Móveis,Móveis,18.84,3,0.0,6.03,MN,44.9772995,-93.2654692,Lucro
Padrão,Consumidor,Minneapolis,Minnesota,55407,Central,Material de Escritório,Impressora,362.94,3,0.0,90.74,MN,44.9772995,-93.2654692,Lucro
Padrão,Consumidor,Minneapolis,Minnesota,55407,Central,Material de Escritório,Papel,11.54,2,0.0,5.77,MN,44.9772995,-93.2654692,Lucro
Especial,Consumidor,Minneapolis,Minnesota,55407,Central,Material de Escritório,Papel,1793.98,2,0.0,843.17,MN,44.9772995,-93.2654692,Lucro
Especial,Consumidor,Minneapolis,Minnesota,55407,Central,Material de Escritório,Pen Drive,501.81,3,0.0,0.0,MN,44.9772995,-93.2654692,Lucro Zero
Especial,Consumidor,Minneapolis,Minnesota,55407,Central,Material de Escritório,Pen Drive,161.94,3,0.0,9.72,MN,44.9772995,-93.2654692,Lucro
Econômica,Home Office,Minneapolis,Minnesota,55407,Central,Material de Escritório,Grampeador,13.9,5,0.0,3.61,MN,44.9772995,-93.2654692,Lucro
Econômica,Home Office,Minneapolis,Minnesota,55407,Central,Material de Escritório,Canetas,26.38,1,0.0,12.13,MN,44.9772995,-93.2654692,Lucro
Padrão,Consumidor,Minneapolis,Minnesota,55407,Central,Material de Escritório,Canetas,32.4,5,0.0,15.55,MN,44.9772995,-93.2654692,Lucro
Padrão,Consumidor,Minneapolis,Minnesota,55407,Central,Material de Escritório,Pen Drive,404.9,5,0.0,16.2,MN,44.9772995,-93.2654692,Lucro
Padrão,Consumidor,Minneapolis,Minnesota,55407,Central,Material de Escritório,Papel,9449.95,5,0.0,4630.48,MN,44.9772995,-93.2654692,Lucro
Padrão,Consumidor,Minneapolis,Minnesota,55407,Central,Material de Escritório,Papel,12.94,2,0.0,6.47,MN,44.9772995,-93.2654692,Lucro
Padrão,Consumidor,Minneapolis,Minnesota,55407,Central,Material de Escritório,Papel,43.98,2,0.0,21.99,MN,44.9772995,-93.2654692,Lucro
Padrão,Consumidor,Minneapolis,Minnesota,55407,Central,Tecnologia,Smartphones,377.97,3,0.0,105.83,MN,44.9772995,-93.2654692,Lucro
Padrão,Consumidor,Minneapolis,Minnesota,55407,Central,Móveis,Móveis,123.96,3,0.0,11.16,MN,44.9772995,-93.2654692,Lucro
Padrão,Home Office,Minneapolis,Minnesota,55407,Central,Móveis,Mesas,692.94,3,0.0,173.24,MN,44.9772995,-93.2654692,Lucro
Padrão,Consumidor,Minneapolis,Minnesota,55407,Central,Móveis,Cadeiras,2567.84,8,0.0,770.35,MN,44.9772995,-93.2654692,Lucro
Econômica,Corporate,Minneapolis,Minnesota,55407,Central,Material de Escritório,Pen Drive,67.15,5,0.0,16.79,MN,44.9772995,-93.2654692,Lucro
Especial,Home Office,Minneapolis,Minnesota,55407,Central,Material de Escritório,Envelopes,15.28,2,0.0,7.49,MN,44.9772995,-93.2654692,Lucro
Padrão,Consumidor,Minneapolis,Minnesota,55407,Central,Material de Escritório,Impressora,90.64,8,0.0,38.98,MN,44.9772995,-93.2654692,Lucro
Padrão,Home Office,Portland,Oregon,97206,West,Material de Escritório,Papel,5.68,1,0.7,-3.79,OR,45.5202471,-122.6741949,Prejuízo
Padrão,Consumidor,Portland,Oregon,97206,West,Material de Escritório,Canetas,141.76,5,0.2,47.84,OR,45.5202471,-122.6741949,Lucro
Padrão,Consumidor,Portland,Oregon,97206,West,Tecnologia,Accessórios,239.8,5,0.2,47.96,OR,45.5202471,-122.6741949,Lucro
Padrão,Consumidor,Portland,Oregon,97206,West,Material de Escritório,Canetas,31.1,6,0.2,10.89,OR,45.5202471,-122.6741949,Lucro
Padrão,Consumidor,Portland,Oregon,97206,West,Material de Escritório,Papel,1.08,2,0.7,-0.79,OR,45.5202471,-122.6741949,Prejuízo
Padrão,Consumidor,Portland,Oregon,97206,West,Material de Escritório,Pen Drive,37.68,3,0.2,2.36,OR,45.5202471,-122.6741949,Lucro
Padrão,Consumidor,Portland,Oregon,97206,West,Tecnologia,Accessórios,279.94,7,0.2,80.48,OR,45.5202471,-122.6741949,Lucro
Econômica,Consumidor,Portland,Oregon,97206,West,Tecnologia,Smartphones,319.97,4,0.2,36.0,OR,45.5202471,-122.6741949,Lucro
Padrão,Consumidor,Portland,Oregon,97206,West,Material de Escritório,Pen Drive,443.92,5,0.2,-94.33,OR,45.5202471,-122.6741949,Prejuízo
Padrão,Consumidor,Portland,Oregon,97206,West,Tecnologia,Smartphones,155.98,3,0.2,54.59,OR,45.5202471,-122.6741949,Lucro
Especial,Consumidor,Portland,Oregon,97206,West,Tecnologia,Smartphones,344.7,2,0.2,38.78,OR,45.5202471,-122.6741949,Lucro
Especial,Home Office,Portland,Oregon,97206,West,Móveis,Cadeiras,403.92,5,0.2,25.24,OR,45.5202471,-122.6741949,Lucro
Padrão,Consumidor,Portland,Oregon,97206,West,Móveis,Cadernos,66.29,1,0.7,-103.86,OR,45.5202471,-122.6741949,Prejuízo
Padrão,Consumidor,Portland,Oregon,97206,West,Móveis,Cadeiras,291.17,4,0.2,-14.56,OR,45.5202471,-122.6741949,Prejuízo
Especial,Consumidor,Portland,Oregon,97206,West,Material de Escritório,Grampeador,7.15,3,0.2,0.72,OR,45.5202471,-122.6741949,Lucro
Padrão,Corporate,Portland,Oregon,97206,West,Material de Escritório,Canetas,31.1,6,0.2,11.28,OR,45.5202471,-122.6741949,Lucro
Padrão,Corporate,Portland,Oregon,97206,West,Material de Escritório,Impressora,11.18,1,0.2,0.84,OR,45.5202471,-122.6741949,Lucro
Padrão,Corporate,Portland,Oregon,97206,West,Móveis,Cadeiras,230.28,3,0.2,23.03,OR,45.5202471,-122.6741949,Lucro
Padrão,Corporate,Portland,Oregon,97206,West,Material de Escritório,Canetas,105.52,5,0.2,34.29,OR,45.5202471,-122.6741949,Lucro
Especial,Consumidor,Portland,Oregon,97206,West,Material de Escritório,Papel,4.16,7,0.7,-3.46,OR,45.5202471,-122.6741949,Prejuízo
Especial,Consumidor,Portland,Oregon,97206,West,Tecnologia,Tablets,179.99,3,0.7,-251.99,OR,45.5202471,-122.6741949,Prejuízo
Especial,Consumidor,Portland,Oregon,97206,West,Tecnologia,Smartphones,572.8,2,0.2,50.12,OR,45.5202471,-122.6741949,Lucro
Econômica,Consumidor,Portland,Oregon,97206,West,Material de Escritório,Canetas,25.92,5,0.2,9.07,OR,45.5202471,-122.6741949,Lucro
Econômica,Consumidor,Portland,Oregon,97206,West,Material de Escritório,Grampeador,120.77,4,0.2,9.06,OR,45.5202471,-122.6741949,Lucro
Padrão,Corporate,Saint Paul,Minnesota,55106,Central,Material de Escritório,Impressora,77.88,6,0.0,22.59,MN,44.9504037,-93.1015026,Lucro
Econômica,Corporate,Saint Paul,Minnesota,55106,Central,Tecnologia,Smartphones,114.95,5,0.0,2.3,MN,44.9504037,-93.1015026,Lucro
Padrão,Consumidor,Aurora,Colorado,80013,West,Tecnologia,Accessórios,238.9,6,0.2,-26.88,CO,39.729432,-104.8319196,Prejuízo
Padrão,Consumidor,Aurora,Colorado,80013,West,Móveis,Móveis,102.36,3,0.2,-3.84,CO,39.729432,-104.8319196,Prejuízo
Padrão,Consumidor,Aurora,Colorado,80013,West,Material de Escritório,Papel,36.88,3,0.7,-25.82,CO,39.729432,-104.8319196,Prejuízo
Econômica,Consumidor,Aurora,Colorado,80013,West,Material de Escritório,Pen Drive,243.38,3,0.2,-51.72,CO,39.729432,-104.8319196,Prejuízo
Econômica,Consumidor,Aurora,Colorado,80013,West,Tecnologia,Accessórios,119.8,5,0.2,29.95,CO,39.729432,-104.8319196,Lucro
Econômica,Consumidor,Aurora,Colorado,80013,West,Tecnologia,Smartphones,300.77,4,0.2,30.08,CO,39.729432,-104.8319196,Lucro
Padrão,Consumidor,Aurora,Colorado,80013,West,Material de Escritório,Papel,18.88,3,0.7,-13.85,CO,39.729432,-104.8319196,Prejuízo
Padrão,Consumidor,Aurora,Colorado,80013,West,Material de Escritório,Impressora,122.33,3,0.2,12.23,CO,39.729432,-104.8319196,Lucro
Padrão,Corporate,Aurora,Colorado,80013,West,Material de Escritório,Pen Drive,139.42,4,0.2,17.43,CO,39.729432,-104.8319196,Lucro
Padrão,Corporate,Aurora,Colorado,80013,West,Móveis,Mesas,727.45,5,0.5,-465.57,CO,39.729432,-104.8319196,Prejuízo
Padrão,Corporate,Aurora,Colorado,80013,West,Móveis,Móveis,24.96,3,0.2,4.37,CO,39.729432,-104.8319196,Lucro
Padrão,Home Office,Aurora,Colorado,80013,West,Material de Escritório,Impressora,43.56,5,0.2,3.27,CO,39.729432,-104.8319196,Lucro
Padrão,Home Office,Aurora,Colorado,80013,West,Material de Escritório,Suprimentos Gerais,5.84,2,0.2,0.73,CO,39.729432,-104.8319196,Lucro
Especial,Corporate,Aurora,Colorado,80013,West,Tecnologia,Accessórios,169.06,7,0.2,-14.79,CO,39.729432,-104.8319196,Prejuízo
Especial,Corporate,Aurora,Colorado,80013,West,Material de Escritório,Pen Drive,168.62,9,0.2,14.75,CO,39.729432,-104.8319196,Lucro
Especial,Home Office,Aurora,Colorado,80013,West,Móveis,Móveis,32.78,1,0.2,3.28,CO,39.729432,-104.8319196,Lucro
Especial,Home Office,Aurora,Colorado,80013,West,Material de Escritório,Pen Drive,147.18,2,0.2,-29.44,CO,39.729432,-104.8319196,Prejuízo
Especial,Home Office,Aurora,Colorado,80013,West,Tecnologia,Accessórios,54.38,2,0.2,1.36,CO,39.729432,-104.8319196,Lucro
Especial,Home Office,Aurora,Colorado,80013,West,Material de Escritório,Papel,76.78,4,0.7,-58.86,CO,39.729432,-104.8319196,Prejuízo
